ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],# Registers [register/thread],Grid Size,Block Size [block],Result Type
449,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.55,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
450,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
451,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.91,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
452,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.60,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
453,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.95,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
454,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.39,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
455,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
456,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.36,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
457,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
458,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.30,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
459,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.37,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
460,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.31,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
461,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.86,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
462,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
463,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.38,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
464,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.07,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
465,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
466,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.08,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
467,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.26,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
468,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,17.12,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
469,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.39,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
470,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.44,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
471,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.98,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
472,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.34,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
473,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.86,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
474,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.61,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
475,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.65,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
476,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.31,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
477,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.30,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
478,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
479,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.79,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
480,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.58,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
481,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.58,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
482,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.17,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
483,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
484,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.18,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
485,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.37,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
486,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.25,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
487,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
488,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.23,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
489,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
490,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.01,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
491,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
492,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.57,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
493,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.36,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
494,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.67,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
495,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.49,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
496,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.44,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
497,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.18,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
498,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.34,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
499,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.70,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
500,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
501,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
502,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.18,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
503,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.14,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
504,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
505,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.82,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
506,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.36,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
507,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.67,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
508,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.55,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
509,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
510,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.56,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
511,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
512,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.63,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
513,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.90,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
514,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
515,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
516,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.17,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
517,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.60,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
518,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.79,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
519,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.30,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
520,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
521,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
522,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.38,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
523,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.27,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
524,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.56,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
525,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.25,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
526,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.93,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
527,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.26,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
528,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
529,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.01,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
530,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.57,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
531,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.05,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
532,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.33,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
533,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
534,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
535,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.44,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
536,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.24,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
537,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.27,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
538,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.31,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
539,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.70,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
540,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
541,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
542,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.94,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
543,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.60,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
544,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.73,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
545,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.30,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
546,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.74,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
547,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
548,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
549,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.02,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
550,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.40,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
551,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.34,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
552,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
553,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.26,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
554,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.50,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
555,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.23,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
556,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
557,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.73,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
558,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.39,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
559,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
560,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.42,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
561,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.54,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
562,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.98,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
563,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.34,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
564,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.28,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
565,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
566,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
567,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
568,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.01,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
569,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
570,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.60,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
571,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.30,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
572,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
573,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.39,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
574,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
575,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.30,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
576,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.40,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
577,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.38,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
578,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.90,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
579,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
580,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
581,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.10,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
582,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
583,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.92,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
584,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.52,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
585,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.74,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
586,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
587,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.18,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
588,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.18,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
589,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.24,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
590,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.28,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
591,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.86,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
592,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
593,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.31,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
594,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.04,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
595,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.54,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
596,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.73,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
597,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.71,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
598,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.70,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
